Date,Crude_Oil,BCP,ESSO,IRPC,PTG,PTT,PTTEP,PTTGC,SRPC,SUSCO,TOP,Dollars
12/18/2018,51.63,32.25,10.8,5.85,8.65,48,124,72.5,10,2.54,68.25,32.751
12/19/2018,51.56,32.5,11.4,5.8,9.3,47,118,72,10.2,2.58,66,32.695
12/20/2018,50.29,32,10.9,5.8,9.2,46.75,116.5,72,9.95,2.56,66,32.756
12/21/2018,51.45,32,10.6,5.7,9.05,47.5,116.5,74,10,2.56,67,32.654
12/24/2018,50.93,32,10.7,5.75,8.9,47.5,116.5,73,9.95,2.56,66.75,32.61
12/25/2018,52.95,31.75,10.5,5.65,8.6,45.25,111.5,71.5,9.6,2.44,65.25,32.578
12/26/2018,53.25,31.5,10.3,5.7,8.6,45.5,113,71.25,9.65,2.34,65.75,32.569
12/27/2018,52.89,31.75,10.1,5.75,8.5,45.5,113,71.75,9.6,2.34,65,32.59
12/28/2018,51.49,31.75,10.2,5.75,8.6,46,113.5,71.25,9.6,2.42,66.25,32.417
1/2/2019,52.61,31.5,10.1,5.7,8.7,46.25,112.5,70.75,9.6,2.36,63.75,32.351
1/3/2019,51,31.5,10,5.85,9.15,45.5,113.5,69,9.4,2.42,63.75,32.205
1/4/2019,51.65,32.25,10.4,5.85,9.45,46.75,118.5,70,9.75,2.42,67.25,32.052
1/7/2019,51.15,33,11.2,5.95,9.6,48,121,72,10,2.5,69.75,31.962
1/8/2019,52.58,32.75,11.2,6.05,9.45,48,121.5,71.75,10,2.48,69.75,32.046
1/9/2019,51.2,33,11.4,5.9,9.4,48.25,121.5,71.25,10.4,2.5,69.75,32.026
1/10/2019,49.88,33,11.2,5.85,9.6,48.75,122.5,71.5,10.6,2.52,69.75,31.917
1/11/2019,46.24,33,11,6,9.55,49.25,123.5,70.75,10.5,2.54,70.5,31.915
1/14/2019,47.2,32.75,10.5,5.8,9.25,48,122,67.5,10.4,2.56,67.5,31.957
1/15/2019,45.88,32.25,10.2,5.75,8.95,47.75,121,67.5,10.1,2.56,67.25,31.874
1/16/2019,45.59,32,10.2,5.75,9.25,47.5,122,68,10.1,2.54,68.5,31.804
1/17/2019,42.53,32.25,10.3,5.75,9.25,47.25,123,67.5,10.3,2.54,68.5,31.665
1/18/2019,43.16,32.25,10.3,5.85,9.3,48.25,125,69,10.3,2.58,69.5,31.684
1/21/2019,46.22,33,10.7,5.9,9.55,48.75,127,71.25,10.7,2.58,71.75,31.756
1/22/2019,44.61,33.25,11,6,10,49.5,127.5,71.5,11,2.64,73,31.811
1/23/2019,45.33,33.25,11,6,9.9,49.5,127.5,70.5,10.8,2.62,72.5,31.734
1/24/2019,45.41,33,10.7,5.9,9.8,49,124.5,69,11.1,2.6,71.5,31.721
1/25/2019,45.89,32.25,10.6,5.9,9.8,48.75,124.5,67,10.8,2.6,71,31.681
1/28/2019,46.54,32.25,10.5,5.95,10.1,48.75,121.5,66.5,10.6,2.64,71.25,31.499
1/29/2019,47.09,32,10.6,5.65,10.4,48.25,118.5,67,10.6,2.6,69,31.569
1/30/2019,47.96,32.25,10.8,5.65,10.4,48.25,121,67.5,11,2.62,72,31.44
1/31/2019,48.52,32.25,10.9,5.75,10.4,48.5,123,68,10.9,2.66,72,31.237
2/1/2019,49.78,32.75,11.1,5.8,10.4,49.5,124,69.5,10.8,2.74,73.75,31.347
2/4/2019,52.36,33,11.4,5.9,10.3,49.25,125.5,69.25,11.3,2.76,74.75,31.323
2/5/2019,52.59,33.5,11.6,5.8,10.2,49.25,125.5,69,11.3,2.84,74.5,31.303
2/6/2019,51.59,33.5,11.5,5.8,10.2,48.75,125,69,11.3,2.84,74.5,31.261
2/7/2019,50.51,33.25,11.3,5.8,10.1,49,125,69,11.2,2.86,74.5,31.276
2/8/2019,52.11,33.25,11.3,5.75,10,48.5,124,68.5,11.1,2.82,74,31.375
2/11/2019,52.31,32.75,11,5.75,9.85,48.25,123.5,67.75,11.1,2.82,73.5,31.422
2/12/2019,52.07,33,11.3,5.9,10.2,48.5,121.5,67.5,11.1,2.82,73.25,31.369
2/13/2019,53.8,33.5,11.5,5.95,10.3,49,124,69.25,11.2,2.82,76,31.267
2/14/2019,53.65,33.25,11.2,6.05,10,48.25,124,69.25,11.3,2.82,75.25,31.374
2/15/2019,54.24,33.25,11,5.9,9.9,48.25,122.5,68.75,11.1,2.82,74.25,31.296
2/18/2019,52.57,33,11,5.85,9.45,48.5,123.5,69.25,11,2.84,73.75,31.224
2/20/2019,52.62,33.25,11,5.95,9.4,49,125.5,71.75,11.3,2.86,74.25,31.09
2/21/2019,53.13,33.5,11,5.9,9.4,48.75,126,71,11.4,2.88,72,31.156
2/22/2019,53.69,33.25,10.7,6,9.25,49.25,126,72.5,10.5,2.9,73.75,31.274
2/25/2019,51.99,33,10.6,6.15,9.65,49.75,127.5,74.25,10.1,2.92,74,31.301
2/26/2019,53.31,33.25,10.7,5.95,9.5,49,125,73.25,10.2,2.9,73.5,31.293
2/27/2019,54.23,33,11,6,9.55,49.25,126.5,72.75,10.2,2.92,73.5,31.395
2/28/2019,53.79,33,10.9,5.9,10.1,48.5,124.5,72,10.3,2.88,72.25,31.496
3/1/2019,55.26,32.75,10.6,5.75,9.85,48.75,123.5,71.5,10.3,2.88,69.25,31.654
3/4/2019,54.56,32.75,11,5.75,10,48.75,121,71.25,10.2,2.88,69.75,31.808
3/5/2019,53.66,32.75,11.4,5.75,10.2,48.75,122.5,69,10.6,2.88,72.5,31.881
3/6/2019,54.01,32.25,11.5,5.8,10.2,47.5,121.5,68.5,11,2.84,72.25,31.83
3/7/2019,52.64,32.25,11.4,5.8,10.6,47.75,122.5,69.25,11.1,2.86,71.75,31.892
3/8/2019,52.72,32.25,11.2,5.85,10.6,47.5,121,68.25,11.1,2.86,71,31.812
3/11/2019,52.41,31.75,10.9,5.75,10.6,47.25,120.5,67.75,10.7,2.88,69.5,31.696
3/12/2019,53.1,32.5,10.9,5.75,10.4,47.25,121,67.5,10.7,2.88,70.25,31.681
3/13/2019,53.9,32.25,10.9,5.8,10.4,47.75,121.5,67.75,10.9,2.86,70.5,31.645
3/14/2019,54.41,32.25,10.8,5.75,10.3,48,120.5,67.5,10.7,2.84,69.5,31.664
3/15/2019,55.59,31.75,10.6,5.7,10.1,48.25,119,67.25,10.6,2.82,69,31.725
3/18/2019,56.33,31.75,10.7,5.7,10.2,47.75,120,67.5,10.6,2.8,68.5,31.659
3/19/2019,56.27,32,11.1,5.75,10.4,48.5,122,68,11,2.8,70,31.66
3/20/2019,56.09,32.75,11,5.75,10.1,48.25,121.5,67,11.1,2.8,69.75,31.722
3/21/2019,56.92,33,11.4,5.75,10.2,48.25,124,67.75,11.2,2.82,71.75,31.661
3/22/2019,56.96,33.25,11.4,5.85,10,48.75,126.5,68.75,11.2,2.82,72,31.712
3/25/2019,57.26,32.5,11,5.7,9.75,47.75,124,67.5,10.9,2.72,70.5,31.571
3/26/2019,55.48,32.25,10.9,5.75,10.1,48,125,67.75,10.8,2.74,70.5,31.606
3/27/2019,55.5,32,10.9,5.75,10,47.5,125.5,67.5,10.7,2.74,70,31.742
3/28/2019,56.94,32.25,10.9,5.75,10,47.5,125.5,67.25,10.9,2.78,70,31.873
3/29/2019,57.22,32.25,11,5.75,10,48,125.5,67.25,10.9,2.84,69.5,31.805
4/1/2019,55.8,32.75,11,5.85,10.1,48,127,67.5,10.9,2.86,70.25,31.707
4/2/2019,56.59,33,11.2,5.9,10.2,48,127.5,68,10.9,2.9,71,31.756
4/3/2019,56.56,32.75,11.5,5.95,10.3,48.25,129,69.25,10.9,2.9,71.75,31.747
4/4/2019,56.22,32.75,11.5,5.85,10.2,48,128,68.75,10.9,2.9,71.25,31.768
4/5/2019,56.66,32.5,11.4,5.8,10.1,47.75,127.5,69,10.8,2.9,70.75,31.884
4/9/2019,56.07,33,11.7,5.9,10.3,48,131.5,70.25,10.9,2.92,71.5,31.868
4/10/2019,56.79,32.75,11.8,5.9,10.4,48.25,132.5,70.75,11,2.96,71.5,31.825
4/11/2019,56.87,32.75,12.1,5.75,10.4,48.25,131,71,11.1,2.94,72,31.781
4/12/2019,58.26,33.25,12,5.7,10.6,48,131.5,70.5,11.1,2.96,72,31.828
4/17/2019,58.61,33.5,11.9,5.7,10.9,48.5,131,70.25,11.2,2.98,72,31.798
4/18/2019,58.52,33.75,11.7,5.7,10.8,48.75,132,69.5,11,2.98,72,31.817
4/19/2019,59.09,33.5,11.8,5.7,10.9,48.5,131.5,70.75,11,3.04,73,31.812
4/22/2019,59.03,33.5,11.9,5.7,10.6,49.25,134,71.25,11,3,73,31.886
4/23/2019,59.83,33.5,11.8,5.6,10.6,49.5,136.5,70.75,11,2.98,72.5,31.926
4/24/2019,59.98,33.5,11.6,5.65,10.6,49.5,135,69.75,11,2.98,72.5,32.017
4/25/2019,59.04,33.5,11.6,5.6,10.6,49.5,136.5,69.5,10.9,2.96,71.75,32.063
4/26/2019,58.82,32.75,11.2,5.6,10.6,49.25,135,68.75,10.8,2.92,70,32.007
4/29/2019,59.94,32.75,10.9,5.55,10.7,48.75,133,68.5,10.5,2.94,69,31.909
4/30/2019,59.41,32.5,11.1,5.65,11,48.75,133.5,68.75,10.6,2.98,69.25,31.933
5/2/2019,59.3,32.75,11.1,5.6,11.6,49,133.5,68.75,10.6,2.98,69.25,31.982
5/3/2019,60.14,32.75,10.8,5.6,11.8,49.25,131,68.75,10.6,2.96,69,32.036
5/7/2019,61.59,32.25,10.7,5.4,12.4,48.75,131.5,67.75,10.3,2.94,67.75,31.906
5/8/2019,62.58,32.5,10.6,5.25,12.2,48,129,67.25,10.1,2.9,66.5,31.815
5/9/2019,62.46,32,10.6,5.3,12.5,47.5,128,66.5,10.1,2.94,66.5,31.815
5/10/2019,62.1,31.25,10.8,5.3,12.5,47.75,129.5,66.75,10.2,2.94,66.75,31.65
5/13/2019,63.08,30.25,10.6,5.05,12.5,47.5,129.5,65,10.1,2.94,65,31.675
5/14/2019,64.4,29.75,10.3,5.05,13.6,47.25,129.5,65,9.85,2.92,64.75,31.523
5/15/2019,63.98,29.75,10.3,4.94,13.5,47.25,128.5,64.5,9.75,2.86,64.25,31.543
5/16/2019,64.61,29.75,10.4,4.9,13.5,47,128.5,64,9.75,2.88,64.25,31.569
5/17/2019,63.58,29.5,10.2,4.88,13.6,46.5,129,63.5,9.65,2.84,63,31.721
5/21/2019,63.89,29.5,10,4.78,13.4,46.25,130,62.75,9.45,2.86,62.5,31.878
5/22/2019,63.4,28.75,9.9,4.74,13.9,46.5,130.5,62.5,9.4,2.88,60.5,31.975
5/23/2019,64.05,28.5,9.35,4.6,13.7,45.75,130,60,9.2,2.86,59,31.975
5/24/2019,63.76,28.75,9.5,4.68,13.7,45.75,124.5,60.75,9.3,2.86,60,31.89
5/27/2019,64,29,9.65,4.72,13.9,46.25,125.5,60.5,9.3,2.88,59.25,31.78
5/28/2019,65.7,29.5,9.6,4.74,14.3,47.25,127,62.5,9.4,2.9,60,31.794
5/29/2019,66.3,29,9.65,4.66,15.2,46.5,125.5,62.25,9.35,2.9,59.25,31.833
5/30/2019,65.89,29.5,9.7,4.68,16.1,46.25,126.5,61.25,9.45,2.9,59.5,31.8
5/31/2019,65.21,29.5,9.45,4.74,16.700001,46.25,125.5,60.75,9.35,2.9,59.25,31.755
6/4/2019,63.3,29.25,9.65,4.72,16.4,46.5,125,60.75,9.45,2.9,59.5,31.355
6/5/2019,63.5,29.5,9.85,4.76,16.9,47,126.5,61.5,9.5,2.94,60,31.403
6/6/2019,63.91,29.25,9.8,4.72,17,47,125,61,9.4,2.96,59.5,31.378
6/7/2019,63.6,29.25,10.1,4.76,17.299999,47,125,61.75,9.55,3.02,60,31.353
6/10/2019,61.81,30,10.2,4.86,17.5,47.25,128,63,9.65,3.04,61,31.361
6/11/2019,61.94,29.75,10.1,4.86,17.299999,47.5,128.5,63,9.6,3.04,60.5,31.312
6/12/2019,62.25,29.5,10,4.84,16.299999,47,128,62.25,9.55,3.02,60.25,31.245
6/13/2019,61.4,29.75,9.95,4.78,17.200001,47,127,63,9.35,3.04,60.25,31.22
6/14/2019,62.12,29.5,10,4.74,17,46.5,126.5,62.25,9.35,3.08,60.25,31.199
6/17/2019,61.7,29.5,10,4.74,17.1,46.5,127,62.25,9.25,3.1,60,31.256
6/18/2019,61.66,29.75,10.1,4.8,16.9,47.5,130,63.5,9.4,3.16,60.5,31.369
6/19/2019,61.04,30,10.3,5,18.1,48,131.5,63.5,9.5,3.14,62,31.245
6/20/2019,61.78,31,10.6,5.15,18.4,48.75,135,64.75,9.8,3.18,64.25,31.039
6/21/2019,62.02,30.75,10.7,5.15,18.5,49,135,64.75,10.1,3.18,64.25,30.835
6/24/2019,62.87,30.75,11,5.15,18.9,49,136,64.5,10.4,3.22,66.5,30.788
6/25/2019,62.76,30.75,10.9,5.15,18.799999,48.75,135.5,65,10.4,3.26,66.5,30.694
6/26/2019,63.1,31,10.8,5.05,18.799999,48.5,134,64.5,10.3,3.34,66.5,30.822
6/27/2019,62.99,30.5,10.9,5.1,19.700001,48.75,136,64.5,10.3,3.3,66.25,30.765
6/28/2019,61.42,30.5,10.8,5,19.5,48.75,135,64,10.1,3.3,66.5,30.737
7/1/2019,57.91,31,11,5.2,19.1,49.5,137,65.25,10.1,3.24,68.5,30.578
7/2/2019,58.63,31,10.8,5.1,18.799999,48.5,134.5,64.25,10.1,3.22,68,30.706
7/3/2019,58.77,31,10.6,5.1,18.6,48.25,133.5,63.75,10,3.18,66.25,30.57
7/4/2019,59.16,30.75,10.5,5,18.4,48.25,132.5,63,9.95,3.18,65.25,30.62
7/5/2019,59.14,31,10.8,4.96,18.4,48.25,133.5,62.75,10.1,3.18,66.5,30.696
7/8/2019,58.81,30.5,10.6,4.8,19.5,48.25,133.5,61.5,9.9,3.28,66.25,30.8
7/9/2019,56.59,30.25,10.2,4.76,20,47.75,132,61.5,9.6,3.22,66.5,30.825
7/10/2019,53.5,30.75,10.5,4.86,20.700001,48.25,134.5,62,9.75,3.24,68,30.854
7/11/2019,53.25,30.5,10.7,4.92,21.700001,48.25,136,62,10,3.24,71,30.604
7/12/2019,53.48,31.5,11.2,5.05,21.700001,47.75,136,62.75,10.9,3.28,72.5,30.815
7/15/2019,51.68,31,10.9,5.05,21.5,47.75,136,63,10.6,3.3,70.75,30.896
7/17/2019,52.59,30.5,10.6,4.86,21.799999,48,134.5,61.75,10.2,3.28,69,30.906
7/18/2019,53.99,31,10.4,4.9,21.6,47.75,134.5,61.5,10.1,3.28,69,30.862
7/19/2019,53.26,30.5,10.6,4.92,21.6,47.75,135,61.75,10.2,3.3,70.5,30.76
7/22/2019,53.27,30.75,10.7,4.96,21.6,47.75,137,61.75,10.5,3.26,71.25,30.849
7/23/2019,51.14,31,10.7,4.88,22.799999,47.75,136.5,61.5,10.5,3.3,71,30.906
7/24/2019,52.28,31.5,10.5,4.86,22.6,47.75,136.5,61.25,10.4,3.3,71,30.914
7/25/2019,52.51,31.5,10.4,4.86,22.299999,47.75,134.5,61.5,10.1,3.28,69.75,30.901
7/26/2019,51.93,31.25,10.4,4.82,22.4,47.25,134,61,10,3.24,69.5,30.98
7/30/2019,53.9,30.5,10,4.74,21.6,47.25,135,60.5,9.85,3.18,68.75,30.828
7/31/2019,53.76,30.25,10,4.8,22.5,47.25,135.5,60.5,9.85,3.2,69,30.776
8/1/2019,56.65,30,10,4.8,19.4,47.25,135,60.25,9.8,3.18,68.75,30.854
8/2/2019,57.43,29.25,9.7,4.66,19.4,46,131.5,57.75,9.5,3.12,67,30.884
8/5/2019,57.9,28.75,9.55,4.56,19.299999,45.75,131,57.5,9.35,3.04,66,30.839
8/6/2019,57.83,29,9.45,4.32,20.299999,45.5,130.5,56.5,9.4,3.1,65.75,30.766
8/7/2019,59.38,29,9.35,4.22,19.6,45,128.5,55.25,9.35,3.06,63.75,30.775
8/8/2019,59.43,28.25,9,4.16,19.799999,44.25,126,53.5,8.95,3.08,62,30.755
8/9/2019,58.47,28.25,9.1,4.14,19.1,44.25,124,53,8.95,3.06,63.75,30.73
8/13/2019,59.09,27,8.9,4.04,19.1,43,124,51.5,8.5,3.02,64.25,30.798
8/14/2019,56.25,27.25,8.95,4.08,19.299999,43.25,125,52.5,8.5,2.94,65.5,30.822
8/15/2019,57.34,26.75,8.8,3.9,19.299999,42.25,123,52.25,8.4,2.88,64,30.846
8/16/2019,56.8,26.25,8.7,3.92,20.200001,42.75,125.5,52.5,8.4,2.98,64.5,30.9
8/19/2019,57.51,26.5,8.5,3.96,20.4,43.25,123.5,54.25,8.55,3.06,65.25,30.863
8/20/2019,57.66,26.25,8.4,3.96,19.799999,42.75,121.5,52.75,8.4,3.2,64.25,30.823
8/21/2019,57.83,26.5,8.45,3.94,20.9,43,122,53.25,8.35,3.26,65,30.783
8/22/2019,60.43,26.75,8.2,3.78,20.799999,42.25,121,52,8.15,3.26,64.75,30.783
8/23/2019,60.2,26.5,8.15,3.82,20.9,42.5,121.5,52.75,8,3.16,65.5,30.779
8/26/2019,60.21,26,7.85,3.58,20.299999,41,115,51.5,7.45,3.12,62.5,30.608
8/27/2019,59.58,26,7.6,3.58,20.299999,40.75,114.5,51.25,7.7,3.04,61,30.591
8/28/2019,57.62,25.75,7.8,3.54,21.6,41,116,51.25,7.85,3.1,62.25,30.655
8/29/2019,56.78,27.5,8.75,3.88,21.4,43.25,121,53.25,8.8,3.12,68,30.627
8/30/2019,55.3,27.25,8.6,3.96,21.5,44.25,124.5,53.25,8.8,3.08,67.75,30.646
9/2/2019,55.63,27,8.4,3.94,21.6,43.5,122,52.5,8.7,3,66.75,30.615
9/3/2019,56.22,26.5,8.2,3.78,20,42.75,119,51.5,8.6,2.96,66.5,30.661
9/4/2019,56.77,26.75,8.3,3.82,20.200001,43.5,118,52.25,8.7,3,68.25,30.599
9/5/2019,55.88,27.25,8.45,3.86,20.4,44.25,122,52.75,8.85,3.04,69.75,30.565
9/6/2019,56.02,26.75,8.4,3.84,20.200001,44.5,124,52.75,8.8,3.06,69,30.653
9/9/2019,56.2,26.75,8.35,3.84,20,45,124,52.5,8.85,3.02,68.75,30.653
9/10/2019,56.87,27,8.3,3.9,19.799999,45.5,124.5,53.5,9.05,3.02,69.75,30.643
9/11/2019,58.05,27.75,8.7,4.2,20.6,45.75,123.5,55.25,9.5,3.04,71,30.621
9/12/2019,58.58,27.75,8.75,4.12,20,45.5,121,54.25,9.75,2.98,70,30.495
9/13/2019,53.95,27.25,8.8,4.08,20.1,45.5,122.5,54.75,9.8,3.02,70.75,30.427
9/16/2019,55.66,28.25,8.9,4.02,18.6,47,125,57,9.85,3.06,71,30.49
9/17/2019,54.69,28.75,9.25,4.08,18.799999,47.25,130,58.25,10,3,72,30.566
9/18/2019,53.63,27.5,8.7,3.92,18.9,45.75,124,53.75,9.6,2.98,70.25,30.536
9/19/2019,51.09,27.25,8.45,3.7,18.700001,45.25,123.5,52.75,9.5,2.96,68.25,30.57
9/20/2019,52.54,27.25,8.5,3.66,17.5,45.5,123.5,53.5,9.75,2.96,68.5,30.49
9/23/2019,54.5,27.25,8.45,3.7,17.6,45.75,124.5,54,9.7,2.94,69.5,30.483
9/24/2019,54.93,26.75,8.55,3.76,18.299999,46.25,125,54,9.75,2.94,70.25,30.518
9/25/2019,57.1,27,8.45,3.68,17.5,46,123,53.5,9.55,2.92,69.75,30.582
9/26/2019,55.23,27.5,8.4,3.68,17.799999,46,123.5,54,9.3,2.94,69.25,30.611
9/27/2019,54.47,27.25,8.4,3.68,17.799999,46,123.5,54.25,9.3,2.96,70,30.626
9/30/2019,54.87,27.25,8.05,3.68,18.799999,46.25,121,53.75,9.3,2.94,69.75,30.575
10/1/2019,56.21,27.25,7.9,3.62,18.6,45.75,119.5,53,9.25,2.94,68.25,30.627
10/2/2019,56.34,26.25,7.75,3.54,18.700001,45.75,120,52.25,9.05,2.92,68,30.641
10/3/2019,55.68,26,7.75,3.52,19.4,45.5,119,51.75,9.05,2.94,67.5,30.588
10/4/2019,55.35,26,7.6,3.52,19.4,45.75,116.5,51.5,8.75,2.88,67.5,30.474
10/7/2019,54.17,26.5,7.75,3.54,19.5,46,117.5,52,8.8,2.88,68.75,30.454
10/8/2019,53.64,26.75,7.75,3.66,19.299999,45.75,118,51.75,8.8,2.86,68.75,30.457
10/9/2019,54.93,26,7.75,3.66,19.200001,45.75,117,52.25,8.75,2.92,69.5,30.346
10/10/2019,55.78,26.25,7.9,3.66,18.799999,44.5,118,52.25,9,2.88,69.25,30.322
10/11/2019,56.71,26.25,7.85,3.64,19.1,45.25,122.5,52.75,9,2.86,70,30.426
10/15/2019,55.1,26,7.7,3.64,19.5,45,119.5,51.75,8.75,2.84,70,30.42
10/16/2019,54.8,25.5,7.5,3.48,19.5,45,119,50.25,8.6,2.84,68.75,30.418
10/17/2019,54.66,25.25,7.45,3.46,18.9,44.25,117,49.5,8.8,2.84,67.5,30.354
10/18/2019,53.94,25.25,7.4,3.44,19.299999,44.5,117.5,50,8.8,2.84,67.5,30.278
10/21/2019,56.26,24.9,7.25,3.42,19,44.25,116.5,50.25,8.7,2.84,66.75,30.267
10/22/2019,56.3,25,7.25,3.46,19.200001,44.75,117,50.75,8.75,2.84,67.5,30.294
10/24/2019,56.52,24.5,7,3.42,19,44.75,118.5,50,8.55,2.84,66.75,30.28
10/25/2019,57.85,23.700001,6.7,3.24,17.9,44.5,117.5,49,8.25,2.82,63.75,30.214
10/28/2019,57.4,23.6,6.7,3.16,18.299999,44.5,118,49.25,8.2,2.78,63.75,30.208
10/29/2019,55.75,23.6,6.8,3.22,17.9,44.5,118.5,49,8.25,2.76,65,30.221
10/30/2019,55.09,23.9,7.05,3.34,18.1,45.5,122.5,50.5,8.55,2.78,67.5,30.227
10/31/2019,54.85,24.700001,7.35,3.4,18,45.25,120.5,51,8.9,2.78,68.5,30.181
11/1/2019,62.9,24.4,7.15,3.34,17.9,45.25,120,51,8.9,2.76,68,30.163
11/4/2019,59.34,24.6,7.4,3.42,18.4,45.5,123,53.75,9.1,2.78,69.5,30.165
11/5/2019,58.11,24.299999,7.3,3.46,18.4,45.75,124.5,53.75,8.9,2.8,68.5,30.206
11/6/2019,58.13,24.5,7.4,3.58,18.4,45.5,123.5,53.5,9.05,2.82,68.5,30.286
11/7/2019,58.09,25.25,7.85,3.66,19,46,125,56.25,9.65,2.94,72,30.328
11/8/2019,58.64,25.75,8.35,3.68,18.6,45.5,124.5,55.5,9.65,2.94,72.75,30.4
11/11/2019,57.29,25.25,7.8,3.62,18,45.25,123,54,9.6,2.92,70.25,30.347
11/12/2019,56.49,25.5,7.85,3.62,17.9,45.25,123.5,54.75,9.75,2.94,70,30.34
11/13/2019,56.41,25,7.7,3.56,18.299999,45.25,122.5,54.25,9.8,2.98,69.5,30.295
11/14/2019,55.91,25,6.95,3.44,18.799999,44.75,122,53.25,9.7,2.92,68.5,30.213
11/15/2019,54.07,24.6,6.75,3.34,18.799999,44.75,120.5,52.25,9.4,2.86,66.5,30.207
11/18/2019,53.62,24.799999,7.15,3.4,19.4,44.5,121.5,53.25,9.8,2.96,68.5,30.249
11/19/2019,52.64,24.299999,7.1,3.4,19.5,43.75,120,53,9.75,2.94,68,30.185
11/20/2019,52.45,23.6,6.8,3.3,19.700001,43,118,52,9.7,2.96,67.25,30.185
11/21/2019,52.81,23.299999,6.85,3.22,19.9,43.25,117,51.75,9.4,2.9,67,30.2
11/22/2019,52.75,23.9,7.05,3.36,19.799999,43.25,119,53,9.75,2.92,67.75,30.208
11/25/2019,52.63,24.299999,7.35,3.54,19.700001,43.5,119.5,54,10.2,2.96,69.5,30.225
11/26/2019,52.59,24.5,7.5,3.5,20,43.25,118,54.5,9.9,2.96,70.5,30.227
11/27/2019,53.55,25.25,7.35,3.52,19.700001,43.5,120.5,55,10,2.92,69.5,30.231
11/28/2019,54.7,25,7.3,3.48,19.9,43.5,120,54.75,9.8,2.94,69,30.234
11/29/2019,53.59,25,7.4,3.5,19.5,43.25,120,53.75,9.95,2.9,69,30.227
12/2/2019,52.81,25.25,7.05,3.48,18.299999,42.5,119,53.5,9.75,2.9,68.25,30.245
12/3/2019,53.36,25.75,7.15,3.4,18.4,41.75,118,53,9.65,2.88,68.5,30.273
12/4/2019,53.93,25.75,6.95,3.36,18.4,42.25,117,52.5,9.3,2.86,68,30.29
12/6/2019,53.78,25.75,7.2,3.38,18.4,42,116.5,52.5,9.7,2.94,66.75,30.351
12/9/2019,53.31,25.75,7.15,3.38,18,42.25,118.5,52.5,9.7,2.78,66.75,30.346
12/11/2019,54.16,25.75,7.05,3.36,17.4,42,118,51.75,9.8,2.84,64.5,30.306
12/12/2019,55.97,26,7.25,3.38,17.9,42.75,119.5,53.25,10.1,2.88,65,30.191
12/13/2019,56.23,27,7.7,3.62,17.9,44,123.5,56,10.5,2.88,67.5,30.183
12/16/2019,56.66,26.75,7.85,3.6,17.299999,43.5,122.5,55.25,10.4,2.9,68,30.212
12/17/2019,55.81,27,7.5,3.48,16.4,43.75,123,55.75,10.7,2.86,67.5,30.249
12/18/2019,55.54,27.25,7.7,3.56,16.9,44.75,124.5,56.5,10.6,2.8,69,30.249
